nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,nama_kelurahan,nama_kecamatan,nama_kota,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,jarak_pasar_meter,pasar_terdekat,pelanggaran_zonasi,cluster_hdbscan_makro,cluster_hdbscan_prob,cluster_dbscan_hotspot,spatial_risk_score
alfamart,4.3,83,-6.2262738,106.7574297,"jl. palem v no.29a, rt.3/rw.008 kel, petukangan utara, kota jakarta selatan",ChIJbZxuR87waS4RypdX0qDk-Ss,Alfamart,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,5,2.65,1,287.31905052583426,pasar alfa indah,1,17,0.8023238742148047,-1,0.5832
alfamart,4.1,52,-6.2382658,106.7723374,"jl. raya ciledug, rt. 5/4 kel, rt.6/rw.11, cipulir, kota jakarta selatan",ChIJa3p8yiXxaS4RfugjuGiw9us,Alfamart,Cipulir,Kebayoran Lama,Kota Jakarta Selatan,4,69.29,0,496.0562672374294,pasar sayur cipulir,1,17,0.7563084343420323,29,0.708
alfamart,4.2,123,-6.2547162,106.7836782,"jl.darma putra raya rt 1/7 kel, rt.1/rw.7, kby. lama sel., kota jakarta selatan",ChIJuayCtgjxaS4RBl05CpaSF3Q,Alfamart,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,7,275.64,0,1772.520365895232,pasar mayestik,0,18,0.9167780321705701,30,0.3858
alfamart,4.4,217,-6.2495325,106.7836804,"jl. praja dalam k kel, rt.4/rw.12, kby. lama sel., kota jakarta selatan",ChIJd2c5ZS3xaS4R0Hfe_IqDLp0,Alfamart,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,7,118.6,0,1296.5750619569983,pasar mayestik,0,18,1.0,30,0.3941
alfamart,4.1,9,-6.2452254,106.7725276,"jl. peninggaran raya no.kel, rt.8/rw.11, kby. lama utara, kota jakarta selatan",ChIJkUx2wx3xaS4RC4O553KPlfM,Alfamart,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan,3,91.9,0,1031.611358793521,pasar sayur cipulir,0,-1,0.0,-1,0.0618
alfamart express stasiun kebayoran lama,3.6,5,-6.2374573,106.7825889,"jl. st. no.7a, rt.2/rw.1, south, kota jakarta selatan",ChIJ8-2f5VzxaS4RuUIzcDEbZJ8,Alfamart,south,Kebayoran Lama,Kota Jakarta Selatan,3,32.85,1,1037.2971341368573,pasar mayestik,0,7,1.0,27,0.3118
alfamart,4.1,61,-6.2333072,106.7605881,"jl. swadarma raya kel no.24, rt.18/rw.8, ulujami, kota jakarta selatan",ChIJiThZFNvwaS4RTbh3WkNuQRc,Alfamart,Ulujami,Pesanggrahan,Kota Jakarta Selatan,6,1.1,1,480.6495257782279,pasar apoh,1,17,1.0,-1,0.6235
alfamart,4.4,228,-6.2498001,106.7567651,"jl. merpati raya no.1, rt.3/rw.6, pesanggrahan, kota jakarta selatan",ChIJfTNH2u_waS4RfAA7VP4nhgA,Alfamart,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,1,310.75,0,219.5268906780363,pasar pesanggrahan,1,-1,0.0,-1,0.4206
mitra ukm alfamart,0.0,0,-6.2516093,106.7831185,"jl. praja dalam f no.11, rt.11/rw.2, south kebayoran lama, kota jakarta selatan",ChIJGU1_dw_xaS4RKV_Wngx69Ic,Alfamart,South Kebayoran Lama,Kebayoran Lama,Kota Jakarta Selatan,8,120.84,0,1515.2246398957097,pasar mayestik,0,18,1.0,30,0.4147
alfamart,4.1,78,-6.2276746,106.7604631,"jl. swadarma raya kel no.9, rt.9/rw.8, ulujami, kota jakarta selatan",ChIJUXhI3AzxaS4RwEQ8G0z8fnE,Alfamart,Ulujami,Pesanggrahan,Kota Jakarta Selatan,3,83.32,0,640.346345182566,pasar alfa indah,0,-1,0.0,-1,0.0618
alfamart kostrad darma putra,4.5,103,-6.2546937,106.7837214,"jl. darma putra raya no.44, rt.1/rw.7, kby. lama sel., kota jakarta selatan",ChIJC8pc2WXxaS4RarJ-FhWCz1c,Alfamart,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,7,277.28,0,1768.0359374199907,pasar mayestik,0,18,0.9209322624329407,30,0.3862
alfamart,4.3,153,-6.2553617,106.790579,"jl. radio dalam raya i no.kel, rt.3/rw.8, gandaria utara, kota jakarta selatan",ChIJJ1zO0dPxaS4RjfHBVEeJ5eE,Alfamart,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,4,75.41,0,1629.1106441573847,pasar mayestik,0,20,0.893551765553531,-1,0.1717
alfamart ulujami perdatam 2,4.4,278,-6.241565200000001,106.763046,"jl. ulujami raya no.37, rt.11/rw.5, ulujami, kota jakarta selatan",ChIJxVlcmuXxaS4RuKkkG0FzqEg,Alfamart,Ulujami,Pesanggrahan,Kota Jakarta Selatan,2,54.9,0,593.1464257413123,pasar apoh,0,-1,0.0,-1,0.0412
alfamart,4.1,13,-6.2562549,106.7620386,"jl. bintaro permai no.03b, rt.5/rw.2, pesanggrahan, kota jakarta selatan",ChIJd_TogY_xaS4Rr4fIDW9btxc,Alfamart,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,2,254.84,0,765.4885051649374,pasar pesanggrahan,0,-1,0.0,-1,0.0412
alfamart kyai maja,4.5,454,-6.2415428,106.793223,"10, jl. kyai maja no.37, rt.10/rw.7, kramat pela, kota jakarta selatan",ChIJ3XNl2RTxaS4R5Bv0sufWonw,Alfamart,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan,2,198.73,0,223.1886271715349,pasar mayestik,1,-1,0.0,-1,0.4412
alfamart,4.4,26,-6.257043599999999,106.7772368,"jl. raya ciputat no.3 b rt.003 kel, rt.3/rw.10, kby. lama sel., kota jakarta selatan",ChIJGWL41wbxaS4R-IwO3XiRIaU,Alfamart,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,3,170.81,0,2335.7493815465314,pasar pesanggrahan,0,-1,0.0,-1,0.0618
alfamart,3.3,23,-6.2136295,106.7798298,"jl. raya kby. lama kel no.6, rt.3/rw.1, grogol utara, kota jakarta selatan",ChIJd2BjRnf3aS4RNuD_v9JPHBk,Alfamart,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,0,512.2,0,2307.80046787489,pasar cidodol,0,-1,0.0,-1,0.0
alfamart,4.1,56,-6.207507300000001,106.7834121,"jl.kebayoran lama no.21 rt 4/3 kel, jl. raya kby. lama no.2a, rt.4/rw.3, grogol utara, kota jakarta selatan",ChIJlWLFJcX2aS4R6fFLh-CWsAs,Alfamart,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,1,153.88,0,3086.204407088715,pasar cidodol,0,-1,0.0,-1,0.0206
alfamart,4.0,33,-6.2187475,106.7937508,"jl. patal senayan, no. 01, blok f, kav. 197, rt.3/rw.007 kel, grogol utara, kota jakarta selatan",ChIJl4LWWzXxaS4R68Ts7gLQtmg,Alfamart,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan,2,192.73,0,2458.6468775248154,pasar mayestik,0,-1,0.0,-1,0.0412
alfamart fatmawati 4,3.7,24,-6.2799761,106.79663,"jl. rs. fatmawati raya no.4, rt.3/rw.10, cilandak bar., kota jakarta selatan",ChIJY8eo0erxaS4R661fqNiVJsw,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan,5,155.06,0,769.9216561802948,pasar mede pd pasar jaya,0,19,1.0,19,0.3529
alfamart,4.6,5,-6.2600554,106.796534,"jl. fatmawati raya no.kel, rt.4/rw.6, cilandak bar., kota jakarta selatan",ChIJXTKX4rjxaS4RKHvkQIrJHpY,Alfamart,Cilandak Barat,Kebayoran Baru,Kota Jakarta Selatan,4,59.63,0,2223.0041499981835,pasar mayestik,0,21,0.6351834121826689,23,0.2959
alfamart,0.0,0,-6.292159799999999,106.7715761,"pq5c+4jm, rt.4/rw.2, lebak bulus, kota jakarta selatan",ChIJe_KhtJXxaS4Ro2d18maz9HI,Alfamart,Lebak Bulus,Cilandak,Kota Jakarta Selatan,1,766.57,0,2687.811580289074,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0206
alfamart,4.6,16,-6.267619600000001,106.7970639,"jl. rs. fatmawati raya kel no.17 rt 002/002, rt.2/rw.2, gandaria sel., kota jakarta selatan",ChIJG1OrTJjxaS4Rh-es9t_IY2w,Alfamart,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,11,65.23,0,1705.628849339375,pasar cipete selatan,0,21,1.0,18,0.4765
alfamart,4.2,48,-6.277399399999999,106.7765074,"jl. bukit hijau i no.kel, rt.1/rw.13, pd. pinang, kota jakarta selatan",ChIJhyWzK7TxaS4RGL9d7agofZc,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,6,3.35,1,2321.9914498908033,pasar mede pd pasar jaya,0,8,1.0,-1,0.2235
alfamart raya radio dalam,0.0,0,-6.2623865,106.7887372,"jl. radio dalam raya no.14d, rt.7/rw.10, gandaria utara, kota jakarta selatan",ChIJJ5iWv67xaS4RNxDBDbF5rJs,Alfamart,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,2,35.81,1,2425.450806802295,pasar mayestik,0,-1,0.0,-1,0.0412
alfamart mangga raya,4.6,45,-6.2706697,106.7969812,"rt.1/rw.4, gandaria sel., kota jakarta selatan",ChIJjRUYeR_xaS4RGqLMHkq13co,Alfamart,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,7,136.5,0,1493.9901151990025,pasar cipete selatan,0,21,0.8182534519930186,18,0.3759
alfamart pos fatmawati(1m1f),0.0,0,-6.2943276,106.7947017,"jl. rs. fatmawati raya no.10, rt.2/rw.4, cilandak bar., kota jakarta selatan",ChIJ07uYzrfxaS4RVVcyUC4vxQI,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan,7,37.91,1,842.8903847701674,pasar mede pd pasar jaya,0,16,1.0,21,0.3941
alfamart,4.1,12,-6.266555299999999,106.774843,"jl. ciputat raya kel no.101, rw.4, pd. pinang, kota jakarta selatan",ChIJS00uRKzxaS4RfR-cjilSvTE,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,6,110.69,0,2585.9560753872174,pasar pesanggrahan,0,8,1.0,22,0.3735
alfamart,4.5,194,-6.274661099999999,106.7633277,"jl. rc veteran i rt 004, rt.4/rw.7, bintaro, kota jakarta selatan",ChIJT3CjyLrxaS4R7JM0n40maFA,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,3,209.7,0,2645.783409712045,pasar pesanggrahan,0,4,1.0,-1,0.1618
alfamart,4.1,68,-6.259331,106.789079,"jl. radio dalam raya kel no.86, rt.5/rw.14, gandaria utara, kota jakarta selatan",ChIJ4x6Kt6DxaS4RTzwpsJlYZ8Q,Alfamart,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,5,377.38,0,2083.619311870049,pasar mayestik,0,20,0.9632515706235664,-1,0.1993
alfamart,4.4,96,-6.2609176,106.7672296,"jl. rc. veteran raya no.8, rt.10/rw.10, bintaro, kota jakarta selatan",ChIJAcbTg1XwaS4RG9XNozvVjE4,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,7,4.75,1,1538.6790786832614,pasar pesanggrahan,0,8,1.0,-1,0.2441
alfamart,4.2,20,-6.275189699999999,106.7734774,"7, jl. ciputat raya no.kel, rw.6, pd. pinang, kota jakarta selatan",ChIJV87Df7PxaS4R7l-FQ1i9YTc,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,4,287.46,0,2732.417069106082,pasar mede pd pasar jaya,0,8,1.0,-1,0.1824
alfamart,3.8,23,-6.282293699999999,106.7923652,"jl. terogong raya no.kel, rt.9/rw.10, cilandak bar., kota jakarta selatan",ChIJh6MqthnxaS4RX-VZKA02g-s,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan,3,84.56,0,592.966442689824,pasar mede pd pasar jaya,0,19,0.9507864160475955,-1,0.1568
alfamart,0.0,0,-6.2644372,106.7750567,"jl. ciputat raya no.25a, rt.6/rw.1, pd. pinang, kota jakarta selatan",ChIJNZ_TjKvxaS4RSpGgi-UQMHE,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,4,69.7,0,2462.3833967104333,pasar pesanggrahan,0,8,1.0,22,0.3324
alfamart,4.3,107,-6.265090300000001,106.7661347,"jl. rc. veteran raya no.3, rt.9/rw.1, bintaro, kota jakarta selatan",ChIJfQbLC1TwaS4R2VS9ArUGtyk,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,6,65.49,0,1805.9243459085296,pasar pesanggrahan,0,8,1.0,24,0.3735
alfamart,0.0,0,-6.2904353,106.7954148,"jl. rs. fatmawati raya kel no.33, rt. 01/09, rt.1/rw.9, cilandak bar., kota jakarta selatan",ChIJTYWeG7_xaS4RP-aI5kJQ4Rw,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan,6,85.95,0,407.9049321843446,pasar mede pd pasar jaya,1,16,1.0,21,0.7735
alfamart,4.3,76,-6.267047499999999,106.792991,"jl. madrasah kel no.48, rt.8/rw.1, gandaria sel., kota jakarta selatan",ChIJ-xBaWJ_xaS4RSieZKuw5ftg,Alfamart,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,5,180.17,0,2087.9096139874,pasar cipete selatan,0,21,0.602822311894924,-1,0.1632
alfamart,5.0,1,-6.2829676,106.7717234,"jl. ciputat raya, jl. pupan kel no.1, rw.8, pd. pinang, kota jakarta selatan",ChIJUSEHg7TxaS4RsI5kfN_QGzs,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,2,22.26,1,2637.9587628791774,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0412
alfamart pondok indah 1,4.3,7,-6.2874722,106.7768054,"jl. bukit hijau i no.12, rt.012/rw.13, pd. pinang, kota jakarta selatan",ChIJQUQy07XxaS4RjrvEhegdQm8,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,299.91,0,2043.6565696698121,pasar mede pd pasar jaya,0,8,0.864520734933026,-1,0.1482
alfamart ciputat raya 5,4.6,262,-6.2644227,106.7750253,"jl. ciputat raya no.23, rw.1, pd. pinang, kota jakarta selatan",ChIJwYPXjKvxaS4RnddDvAVPi-E,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,4,67.87,0,2458.6142458163386,pasar pesanggrahan,0,8,1.0,22,0.3324
alfamart,3.9,10,-6.2633835,106.7634433,"jl. depsos raya no.20, rt.7/rw.9, bintaro, kota jakarta selatan",ChIJ6_849HLxaS4RGmSP-2LIumQ,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,5,36.91,1,1486.1718122426591,pasar pesanggrahan,0,8,1.0,-1,0.2029
alfamart,4.5,287,-6.258382699999999,106.7680629,"jl. rc. veteran raya no.17h, rt.4/rw.4, bintaro, kota jakarta selatan",ChIJ19nrzXjxaS4R0lQ2di-0Tl4,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,4,87.03,0,1447.4401690164373,pasar pesanggrahan,0,8,1.0,-1,0.1824
alfamart,3.8,22,-6.2844107,106.7809859,"pondok pinang, kota jakarta selatan",ChIJERDDt8jxaS4RaCqImp2dRvo,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,16.84,1,1601.7281616949663,pasar mede pd pasar jaya,0,8,0.864520734933026,20,0.2982
alfamart,4.6,5,-6.2962773,106.7897248,"jl. lebak bulus 1 rt 3/4 kel, rt.3/rw.4, cilandak bar., kota jakarta selatan",ChIJCx-hv97xaS4R-d86cMw_-Vs,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan,3,54.31,0,1222.714950659116,pasar mede pd pasar jaya,0,16,0.7731469069701596,-1,0.1391
alfamart ciputat raya 2,4.3,88,-6.275048399999999,106.7735843,"pqff+xcp, rt.7/rw.6, pondok pinang, kota jakarta selatan",ChIJ0-P2f7PxaS4Rcf73HyrOepA,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,5,305.63,0,2729.469059472057,pasar mede pd pasar jaya,0,8,1.0,-1,0.2029
pt. sumber alfaria trijaya (alfamart),0.0,0,-6.2756386,106.762513,"jl. rc. veteran raya no.16, rt.3/rw.1, bintaro, kota jakarta selatan",ChIJ6w2CLUnwaS4RyI1aYbJcdTg,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,2,75.28,0,2728.1848043353866,pasar pesanggrahan,0,4,1.0,-1,0.1412
alfamart,4.0,20,-6.258272300000001,106.7839248,"jl. tanah kusir ii no.65, rt.3/rw.011 kel, kby. lama sel., kota jakarta selatan",ChIJEzQd4evxaS4RbvtHCITy4Jw,Alfamart,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan,3,126.63,0,2117.1348444081514,pasar mayestik,0,-1,0.0,30,0.2118
alfamart ciputat,5.0,2,-6.2799786,106.7724433,"jl. ciputat raya no.21, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJVXFUeUHxaS4RWn11bqNkU6A,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan,3,257.41,0,2634.822104030233,pasar mede pd pasar jaya,0,8,0.9897417152376221,-1,0.1607
alfamart kesehatan raya dekat sari indah,0.0,0,-6.2706111,106.7594005,"circle k kesehatan, jl. kesehatan raya jl. rw. papan, rt.3/rw.6, bintaro, kota jakarta selatan",ChIJi1XDcvTxaS4RTcqRw8n3ytE,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,3,173.52,0,2114.4808050337183,pasar pesanggrahan,0,4,1.0,-1,0.1618
alfamart kesehatan bintaro,4.5,359,-6.270978599999999,106.7638361,"jl. kesehatan raya, rt.1/rw.11, bintaro, kota jakarta selatan",ChIJJ1GSGk7waS4RaM29vu-XutM,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,2,613.3,0,2273.3630620711588,pasar pesanggrahan,0,4,1.0,-1,0.1412
di depan alfamart,5.0,1,-6.2665447,106.7971267,"jl. rs. fatmawati raya no.33, rw.2, gandaria sel., kota jakarta selatan",ChIJaX-B5jjxaS4RJ2YNF7-2yC0,Alfamart,Gandaria Selatan,Cilandak,Kota Jakarta Selatan,12,46.97,1,1787.0925212440786,pasar cipete selatan,0,21,1.0,18,0.4971
alfamart muhasyim,4.5,38,-6.287512299999999,106.7906552,"jl. kh muhasim raya no.9, rw.6, cilandak bar., kota jakarta selatan",ChIJ7TD6i8HxaS4R7XtoeIg2qwc,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan,1,81.85,0,518.0248133931573,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0206
alfamart,4.0,6,-6.247622199999999,106.7950681,"jl. barito ii no.kel, rt.8/rw.5, kramat pela, kota jakarta selatan",ChIJ6fv_N23xaS4R8O7J0wDiRO4,Alfamart,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan,5,281.44,0,868.0598914421229,pasar mayestik,0,20,1.0,-1,0.2029
alfamart yado 3,4.0,4,-6.255731399999999,106.790674,"rt.2/rw.8, gandaria utara, kota jakarta selatan",ChIJqza5lwvxaS4RLUPjdPF0cVI,Alfamart,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,4,72.21,0,1669.6399801736036,pasar mayestik,0,20,0.9632515706235664,-1,0.1787
alfamart,4.5,264,-6.2506507,106.793953,"jl. petogogan i, rt. 003/011 kel, rt.1/rw.1, petogogan, kota jakarta selatan",ChIJT0UQ-xzxaS4Rbkmahws1Wiw,Alfamart,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,7,45.66,1,1139.083567318409,pasar mayestik,0,20,0.9580815927686472,-1,0.2399
alfamart petogogan raya,4.6,96,-6.254885799999999,106.796434,"jl. petogogan ii no.15a-b, jl. petogogan ii, rt.8/rw.6, pulo, kota jakarta selatan",ChIJs-iJX73xaS4RJlH2mmqlobE,Alfamart,Pulo,Kebayoran Baru,Kota Jakarta Selatan,5,73.12,0,1670.1720518341372,pasar mayestik,0,21,0.6351834121826689,23,0.3165
alfa midi,4.5,174,-6.2468046,106.7948782,"qq3v+7xc, jl. barito ii, rt.8/rw.5, kramat pela, kota jakarta selatan",ChIJAS87L23xaS4RE2RaGQ6kKq4,Alfamart,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan,5,317.98,0,778.3297148303818,pasar mayestik,0,20,1.0,-1,0.2029
alfamart,4.2,17,-6.2542811,106.8012815,"jl. darmawangsa vi no.45, rt, rt.5/rw.1, pulo, kota jakarta selatan",ChIJubtXt3bxaS4RG8SDqsnSF-U,Alfamart,Pulo,Kebayoran Baru,Kota Jakarta Selatan,4,242.22,0,1862.4191450567255,pasar mayestik,0,21,0.6351834121826689,23,0.2959
alfamart,4.5,24,-6.259575099999999,106.8022096,"jl. damai v rt. 01 kel, rt.2/rw.8, cipete utara, kota jakarta selatan",ChIJ-zEskJ3xaS4R_EqzP6LK7NA,Alfamart,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,2,249.3,0,2191.516413569647,pasar cipete selatan,0,-1,0.0,-1,0.0412
alfamart,3.3,3,-6.2657246,106.7998702,"jl. abdul majid raya kel no.6a, rt.11/rw.2, cipete utara, kota jakarta selatan",ChIJw8JIYpnxaS4Rk_cRQR3bxvY,Alfamart,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,10,213.76,0,1674.5857333206754,pasar cipete selatan,0,21,1.0,18,0.4559
alfamart,4.1,21,-6.274270899999999,106.7549809,"jl. bintaro permai raya no.14 rt 4/3, rt.11/rw.11, bintaro, kota jakarta selatan",ChIJxRzCGnjxaS4RHQMj-rsrhgg,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,3,324.24,0,2509.4112870345034,pasar pesanggrahan,0,4,1.0,-1,0.1618
alfamart,0.0,0,-6.269869099999999,106.7545909,"jl. mura raya no.7, rt.14/rw.8, bintaro, kota jakarta selatan",ChIJy7Tf1pvxaS4RaY5OqcLjQBI,Alfamart,Bintaro,Pesanggrahan,Kota Jakarta Selatan,4,350.3,0,2026.5616968742331,pasar pesanggrahan,0,4,1.0,-1,0.1824
alfamart,4.6,27,-6.245343399999999,106.8012186,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",ChIJgYNzkW7xaS4RAyBciUPKZRg,Alfamart,Melawai,Kebayoran Baru,Kota Jakarta Selatan,8,16.59,1,1202.7461371690106,pasar mayestik,0,20,1.0,28,0.4147
alfamart faletehan,4.3,32,-6.2417419,106.8016892,"jl. falatehan i no.30, rt.2/rw.1, melawai, kota jakarta selatan",ChIJM7mhkrDxaS4RCbsQa_-sjAw,Alfamart,Melawai,Kebayoran Baru,Kota Jakarta Selatan,8,104.09,0,1145.5141302214186,pasar mayestik,0,20,1.0,28,0.4147
alfamart,4.4,52,-6.2392731,106.8100952,"jl. wolter monginsidi kel no.46, rt.1/rw.6, petogogan, kota jakarta selatan",ChIJ-TaTa2fxaS4R6RNGaVrMT6k,Alfamart,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,3,68.32,0,345.70677322967583,pasar santa,1,-1,0.0,17,0.6118
alfamart,0.0,0,-6.240064299999999,106.8042097,"pt pln (persero) kantor pusat, jl. trunojoyo no.kel, rt.6/rw.2, melawai, kota jakarta selatan",ChIJp0jKnE_xaS4ReNrwgJLzaRU,Alfamart,Melawai,Kebayoran Baru,Kota Jakarta Selatan,3,351.95,0,992.3204705845212,pasar santa,0,-1,0.0,28,0.2118
alfamart,2.6,5,-6.216807999999999,106.8179903,"jl. jenderal sudirman kel no.kav. 45-46, rt.3/rw.4, setia budi, kota jakarta selatan",ChIJM7-EqKr2aS4Rv5IqHeB_HY0,Alfamart,Setia Budi,Setiabudi,Kota Jakarta Selatan,4,207.12,0,945.7858790673397,pasar karbela,0,24,0.8700954554479563,12,0.3194
alfamart koppeg pt pln,3.9,12,-6.2407841,106.8035925,"jl. trunojoyo no.135, rt.6/rw.2, melawai, kota jakarta selatan",ChIJgZrvVmjxaS4R-CmjwHJTv-o,Alfamart,Melawai,Kebayoran Baru,Kota Jakarta Selatan,4,246.83,0,1079.1455171042992,pasar santa,0,20,0.9082819503488149,28,0.3232
alfamart,3.0,2,-6.236459,106.8006485,"jl. iskandarsyah raya kel no.35, rt.2/rw.1, melawai, kota jakarta selatan",ChIJsaRf3yPxaS4R4cFCV3ZPdak,Alfamart,Melawai,Kebayoran Baru,Kota Jakarta Selatan,0,696.06,0,1129.751355418133,pasar mayestik,0,-1,0.0,-1,0.0
sumber alfaria trijaya. pt (alfamart),5.0,4,-6.2670737,106.8019836,"jl. abdul majid raya no.33, rt.11/rw.7, cipete utara, kota jakarta selatan",ChIJu_W4zZvxaS4R-LlOuR9RWhE,Alfamart,Cipete Utara,Cilandak,Kota Jakarta Selatan,5,468.32,0,1427.1637010140616,pasar cipete selatan,0,-1,0.0,18,0.2529
alfamart,3.8,16,-6.2776194,106.801396,"jl. cipete raya no.6, rt.6/rw.3 kel, cipete sel., kota jakarta selatan",ChIJvyXGa5PxaS4RGwSTqw4eyNI,Alfamart,Cipete Selatan,Cilandak,Kota Jakarta Selatan,2,381.41,0,737.9750831962415,pasar cipete selatan,0,19,1.0,-1,0.1412
alfamart,3.9,8,-6.2856815,106.8292432,"jl. jati murni kel, rt.2/rw.7, jati padang, kota jakarta selatan",ChIJX8wPvV_zaS4Ruq74v4FNBtI,Alfamart,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,2,98.38,0,1262.727598749458,pasar minggu,0,0,1.0,-1,0.1412
alfamart kaplongan,0.0,0,-6.2895993,106.8399531,"blok pasar minggu rt 06/02, kaplongan",ChIJWXRO9N7zaS4REwUM9xF11QI,Alfamart,kaplongan,Pasar Minggu,Kota Jakarta Selatan,2,296.36,0,1.6077752928052451,pasar minggu,1,-1,0.0,-1,0.4412
alfamart,4.2,157,-6.2891661,106.8244073,"jl. taman margasatwa raya kel no.10, rt.6/rw.1, ragunan, kota jakarta selatan",ChIJVZzZrgTyaS4RYhrqRJPSDok,Alfamart,Ragunan,Pasar Minggu,Kota Jakarta Selatan,2,22.32,1,1719.939238663461,pasar minggu,0,0,1.0,-1,0.1412
alfamart,4.2,58,-6.289572,106.8126228,"jl. jeruk purut kel no.9 1/3, rt.1/rw.3, cilandak tim., kota jakarta selatan",ChIJf1MDyO3xaS4ReY13GALEP7U,Alfamart,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,2,180.75,0,1340.4458320977567,pasar cipete selatan,0,-1,0.0,-1,0.0412
alfamart,0.0,0,-6.2929597,106.803038,"sovereign plaza, gedung, jl. tb simatupang kel no.kav.36, rt.2/rw.2, west cilandak, kota jakarta selatan",ChIJqZkyc27xaS4R5CzWGNuI-sc,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan,1,481.98,0,1099.3870853104845,pasar mede pd pasar jaya,0,-1,0.0,-1,0.0206
alfamart,4.3,125,-6.2927034,106.8100407,"jl. tb simatupang kel no.31, rt.2/rw.1, cilandak tim., kota jakarta selatan",ChIJny3gdfzxaS4RUrQCDUZDSHE,Alfamart,Cilandak Timur,Pasar Minggu,Kota Jakarta Selatan,2,364.23,0,1604.1061429242977,pasar cipete selatan,0,0,1.0,-1,0.1412
alfamart,4.4,172,-6.310429000000001,106.8373362,"jl. raya lenteng agung no.9 rt, rt.4/rw.1, lenteng agung, kota jakarta selatan",ChIJI4ismJftaS4RG7BjJdb_aTE,Alfamart,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,7,214.14,0,2107.588095715613,pasar kambing swadaya iii,0,12,0.9787477002507196,35,0.392
