latitude,longitude,competitor_density_500m,jarak_kompetitor_meter,kompetitor_head_to_head,zona_kmeans,pelanggaran_zonasi
-6.2433977,106.8291506,6,372.70326897680366,0,1,0
-6.2550819,106.8562552,5,143.02608059253453,0,1,0
-6.2256225,106.8301711,2,426.6761240959198,0,1,0
-6.2258337,106.8589905,16,11.994381940238707,1,1,0
-6.2212139,106.856739,5,458.1354935002511,0,1,1
-6.252869899999999,106.8376863,6,138.94946803219958,0,1,0
-6.2258686,106.8586468,16,18.69340953030138,1,1,0
-6.216512,106.8278755,6,335.93927801695827,0,1,1
-6.2140038,106.8427878,15,197.05496517321984,0,1,0
-6.2130459,106.825213,9,300.0521290638214,0,1,1
-6.2303643,106.8218469,5,333.4969937126719,0,1,0
-6.2457614,106.8258046,5,346.1595936361145,0,1,0
-6.2140499,106.8468344,7,374.80558455069627,0,1,0
-6.227136199999999,106.8550131,13,162.0204931153346,0,1,0
-6.2138855,106.8266392,5,449.1422452035556,0,1,1
-6.2125368,106.8445336,14,348.4573395028457,0,1,0
-6.243284,106.8259296,3,418.1496003750613,0,1,0
-6.214059499999999,106.8468424,7,374.91004687524725,0,1,0
-6.2154088,106.8281067,6,363.51144140963186,0,1,1
-6.216337999999999,106.8203685,5,19.48879434383072,1,1,0
-6.2119276,106.8380365,9,372.3318707897737,0,1,0
-6.210939,106.8421901,10,44.5463852663579,1,1,0
-6.213625899999999,106.8206906,7,307.21774714545364,0,1,0
-6.2107225,106.8508269,3,230.68085580763926,0,1,0
-6.2510088,106.8216417,5,169.8067269774109,0,1,0
-6.210930299999999,106.8421876,10,43.61150105837479,1,1,0
-6.230415799999999,106.8213373,5,332.14785424448166,0,1,0
-6.209969699999999,106.8503501,3,132.88286327234644,0,1,0
-6.245896,106.8555588,8,9.085423983248546,1,1,0
-6.2140737,106.8402247,13,81.1155917674753,0,1,0
-6.214008799999999,106.842788,15,196.53118901867438,0,1,0
-6.2197686,106.8511829,4,443.95502482661755,0,1,1
-6.253431399999999,106.8216615,2,438.6705734806226,0,1,1
-6.2491889,106.8186279,4,316.4974639958696,0,1,0
-6.252799599999999,106.8268128,3,149.4694587189888,0,1,1
-6.2572531,106.8177386,2,433.8849324972559,0,1,0
-6.245465,106.8186523,7,314.36060783358715,0,1,0
-6.2527525,106.8268743,3,154.2291903981232,0,1,1
-6.2193385,106.8344896,4,273.54705149081593,0,1,0
-6.248098499999999,106.8289238,5,193.93330510465378,0,1,0
-6.258382999999999,106.8253662,0,502.94381562562126,0,1,1
-6.261753499999999,106.8336621,4,344.49618197857825,0,1,0
-6.2658257,106.8352335,4,490.89757944081623,0,1,0
-6.2662632,106.8239456,2,215.00080856233396,0,1,0
-6.2579807,106.8499505,6,132.3121755459827,0,1,0
-6.2624146,106.8482494,2,427.06276455005957,0,1,0
-6.2614857,106.8419188,3,119.13236055980857,0,1,0
-6.257284599999999,106.8526894,9,26.968405362055105,1,1,0
-6.265602599999999,106.8508493,3,339.583373716312,0,1,0
-6.2661947,106.8408908,2,501.85019366361684,0,1,0
-6.2527202,106.826871,3,157.83372754191075,0,1,1
-6.2679459,106.8470626,3,484.80781132903957,0,1,0
-6.272520099999999,106.8383983,5,90.81015566184084,0,1,0
-6.2721008,106.8485963,4,8.147281370021963,1,1,0
-6.2692393,106.8377635,6,24.488830817165756,1,1,0
-6.273202299999999,106.8474613,3,181.65048473725267,0,1,0
-6.2768681,106.8415746,1,125.3536709375838,0,1,0
-6.2691579,106.8378314,6,34.550989036454325,1,1,0
-6.2523984,106.8145319,3,65.4063235163969,0,1,0
-6.240049200000001,106.818981,3,256.55406505392176,0,1,0
-6.2440528,106.8161758,6,0.21584758889440006,1,1,0
-6.2385571,106.8170846,3,0.04421463635147021,1,1,1
-6.2730548,106.8150264,2,51.51855177026053,0,1,0
